species_id,name_ja,type1,type2,base_atk,base_def,base_sta,fast_moves,charge_moves,tags,elitefast,elitecharge,evolves_to,evolves_from,generation,dex
delibird_normal,デリバード,ice,flying,128,90,128,present_fast,"ice_punch,icy_wind,aerial_ace,fly,triple_axel",delibird_normal,,,,,,225
delibird_winter_2020,デリバード,ice,flying,128,90,128,present_fast,"ice_punch,icy_wind,aerial_ace,fly,triple_axel",delibird_winter_2020,,,,,,225
mantine,マンタイン,water,flying,148,226,163,"bubble_fast,wing_attack_fast,bullet_seed_fast","water_pulse,ice_beam,aerial_ace,bubble_beam",,,,,MANTYKE,,226
mantine_normal,マンタイン,water,flying,148,226,163,"bubble_fast,wing_attack_fast,bullet_seed_fast","water_pulse,ice_beam,aerial_ace,bubble_beam",mantine_normal,,,,,,226
skarmory,エアームド,steel,flying,148,226,163,"steel_wing_fast,air_slash_fast","brave_bird,sky_attack,flash_cannon",,,,,,,227
skarmory_normal,エアームド,steel,flying,148,226,163,"steel_wing_fast,air_slash_fast","brave_bird,sky_attack,flash_cannon",skarmory_normal,,,,,,227
houndour,デルビル,dark,fire,152,83,128,"feint_attack_fast,ember_fast","crunch,flamethrower,dark_pulse",,,,HOUNDOOM,,,228
houndour_normal,デルビル,dark,fire,152,83,128,"feint_attack_fast,ember_fast","crunch,flamethrower,dark_pulse",houndour_normal,,,,,,228
houndoom,ヘルガー,dark,fire,224,144,181,"snarl_fast,fire_fang_fast","crunch,fire_blast,foul_play,flamethrower",,,,,HOUNDOUR,,229
houndoom_normal,ヘルガー,dark,fire,224,144,181,"snarl_fast,fire_fang_fast","crunch,fire_blast,foul_play,flamethrower",houndoom_normal,,,,,,229
kingdra,キングドラ,water,dragon,194,194,181,"waterfall_fast,dragon_breath_fast","hydro_pump,blizzard,outrage,octazooka,swift",,water_gun_fast,,,SEADRA,,230
kingdra_normal,キングドラ,water,dragon,194,194,181,"waterfall_fast,dragon_breath_fast","hydro_pump,blizzard,outrage,octazooka,swift",kingdra_normal,,,,,,230
phanpy,ゴマゾウ,ground,,107,98,207,"tackle_fast,rock_smash_fast","bulldoze,rock_slide,body_slam,trailblaze",,,,DONPHAN,,,231
phanpy_normal,ゴマゾウ,ground,,107,98,207,"tackle_fast,rock_smash_fast","bulldoze,rock_slide,body_slam,trailblaze",phanpy_normal,,,,,,231
donphan,ドンファン,ground,,214,185,207,"tackle_fast,counter_fast,mud_slap_fast,charm_fast","earthquake,heavy_slam,play_rough,body_slam,trailblaze",,,,,PHANPY,,232
donphan_normal,ドンファン,ground,,214,185,207,"tackle_fast,counter_fast,mud_slap_fast,charm_fast","earthquake,heavy_slam,play_rough,body_slam,trailblaze",donphan_normal,,,,,,232
porygon2,ポリゴン２,normal,,198,180,198,"hidden_power_fast,charge_beam_fast,lock_on_fast","solar_beam,hyper_beam,zap_cannon,tri_attack",,,,PORYGON_Z,PORYGON,,233
porygon2_normal,ポリゴン２,normal,,198,180,198,"hidden_power_fast,charge_beam_fast,lock_on_fast","solar_beam,hyper_beam,zap_cannon,tri_attack",porygon2_normal,,,,,,233
stantler,オドシシ,normal,,192,131,177,"tackle_fast,zen_headbutt_fast","stomp,wild_charge,megahorn",,,,,,,234
stantler_normal,オドシシ,normal,,192,131,177,"tackle_fast,zen_headbutt_fast","stomp,wild_charge,megahorn",stantler_normal,,,,,,234
smeargle,ドーブル,normal,,40,83,146,,,,,,,,,235
smeargle_normal,ドーブル,normal,,40,83,146,,,smeargle_normal,,,,,,235
tyrogue,バルキー,fighting,,64,64,111,"rock_smash_fast,tackle_fast","brick_break,rock_slide,low_sweep",,,,"HITMONLEE,HITMONCHAN,HITMONTOP",,,236
tyrogue_normal,バルキー,fighting,,64,64,111,"rock_smash_fast,tackle_fast","brick_break,rock_slide,low_sweep",tyrogue_normal,,,,,,236
hitmontop,カポエラー,fighting,,173,207,137,"rock_smash_fast,counter_fast","close_combat,gyro_ball,stone_edge,triple_axel",,,,,TYROGUE,,237
hitmontop_normal,カポエラー,fighting,,173,207,137,"rock_smash_fast,counter_fast","close_combat,gyro_ball,stone_edge,triple_axel",hitmontop_normal,,,,,,237
smoochum,ムチュール,ice,psychic,153,91,128,"powder_snow_fast,pound_fast","ice_beam,ice_punch,psyshock",,frost_breath_fast,,JYNX,,,238
smoochum_normal,ムチュール,ice,psychic,153,91,128,"powder_snow_fast,pound_fast","ice_beam,ice_punch,psyshock",smoochum_normal,,,,,,238
elekid,エレキッド,electric,,135,101,128,"thunder_shock_fast,low_kick_fast","thunder_punch,brick_break,discharge",,,thunderbolt,ELECTABUZZ,,,239
elekid_normal,エレキッド,electric,,135,101,128,"thunder_shock_fast,low_kick_fast","thunder_punch,brick_break,discharge",elekid_normal,,,,,,239
magby,ブビィ,fire,,151,99,128,"ember_fast,karate_chop_fast","brick_break,fire_punch,flame_burst",,,flamethrower,MAGMAR,,,240
magby_normal,ブビィ,fire,,151,99,128,"ember_fast,karate_chop_fast","brick_break,fire_punch,flame_burst",magby_normal,,,,,,240
miltank,ミルタンク,normal,,157,193,216,"tackle_fast,zen_headbutt_fast,rollout_fast","stomp,body_slam,gyro_ball,thunderbolt,ice_beam",,,,,,,241
miltank_normal,ミルタンク,normal,,157,193,216,"tackle_fast,zen_headbutt_fast,rollout_fast","stomp,body_slam,gyro_ball,thunderbolt,ice_beam",miltank_normal,,,,,,241
blissey,ハピナス,normal,,129,169,496,"pound_fast,zen_headbutt_fast","psychic,hyper_beam,dazzling_gleam",,,wild_charge,,CHANSEY,,242
blissey_normal,ハピナス,normal,,129,169,496,"pound_fast,zen_headbutt_fast","psychic,hyper_beam,dazzling_gleam",blissey_normal,,,,,,242
raikou,ライコウ,electric,,241,195,207,"thunder_shock_fast,volt_switch_fast","thunder,thunderbolt,wild_charge,shadow_ball,aura_sphere",,,,,,,243
raikou_normal,ライコウ,electric,,241,195,207,"thunder_shock_fast,volt_switch_fast","thunder,thunderbolt,wild_charge,shadow_ball,aura_sphere",raikou_normal,,,,,,243
raikou_s,ライコウ,electric,,241,195,207,"thunder_shock_fast,volt_switch_fast","thunder,thunderbolt,wild_charge,shadow_ball,aura_sphere",raikou_s,,,,,,243
entei,エンテイ,fire,,235,171,251,"fire_spin_fast,fire_fang_fast","flamethrower,fire_blast,overheat,iron_head,flame_charge,scorching_sands",,,,,,,244
entei_normal,エンテイ,fire,,235,171,251,"fire_spin_fast,fire_fang_fast","flamethrower,fire_blast,overheat,iron_head,flame_charge,scorching_sands",entei_normal,,,,,,244
entei_s,エンテイ,fire,,235,171,251,"fire_spin_fast,fire_fang_fast","flamethrower,fire_blast,overheat,iron_head,flame_charge,scorching_sands",entei_s,,,,,,244
suicune,スイクン,water,,180,235,225,"extrasensory_fast,snarl_fast,ice_fang_fast,water_gun_fast","hydro_pump,bubble_beam,water_pulse,ice_beam,scald",,hidden_power_fast,,,,,245
suicune_normal,スイクン,water,,180,235,225,"extrasensory_fast,snarl_fast,ice_fang_fast,water_gun_fast","hydro_pump,bubble_beam,water_pulse,ice_beam,scald",suicune_normal,,,,,,245
suicune_s,スイクン,water,,180,235,225,"extrasensory_fast,snarl_fast,ice_fang_fast,water_gun_fast","hydro_pump,bubble_beam,water_pulse,ice_beam,scald",suicune_s,,,,,,245
larvitar,ヨーギラス,rock,ground,115,93,137,"bite_fast,rock_smash_fast","stomp,crunch,ancient_power",,,,PUPITAR,,,246
larvitar_normal,ヨーギラス,rock,ground,115,93,137,"bite_fast,rock_smash_fast","stomp,crunch,ancient_power",larvitar_normal,,,,,,246
pupitar,サナギラス,rock,ground,155,133,172,"bite_fast,rock_smash_fast","dig,crunch,ancient_power",,,,TYRANITAR,LARVITAR,,247
pupitar_normal,サナギラス,rock,ground,155,133,172,"bite_fast,rock_smash_fast","dig,crunch,ancient_power",pupitar_normal,,,,,,247
tyranitar,バンギラス,rock,dark,251,207,225,"bite_fast,iron_tail_fast,dragon_breath_fast","fire_blast,crunch,stone_edge,brutal_swing",,smack_down_fast,,,PUPITAR,,248
tyranitar_normal,バンギラス,rock,dark,251,207,225,"bite_fast,iron_tail_fast,dragon_breath_fast","fire_blast,crunch,stone_edge,brutal_swing",tyranitar_normal,,,,,,248
lugia,ルギア,psychic,flying,193,310,235,"extrasensory_fast,dragon_tail_fast","sky_attack,hydro_pump,futuresight,fly",,,aeroblast,,,,249
lugia_normal,ルギア,psychic,flying,193,310,235,"extrasensory_fast,dragon_tail_fast","sky_attack,hydro_pump,futuresight,fly",lugia_normal,,,,,,249
lugia_s,ルギア,psychic,flying,193,310,235,"extrasensory_fast,dragon_tail_fast","sky_attack,hydro_pump,futuresight,fly",lugia_s,,,,,,249
ho_oh,ホウオウ,fire,flying,239,244,214,"extrasensory_fast,steel_wing_fast,hidden_power_fast,incinerate_fast","brave_bird,fire_blast,solar_beam",,,"earthquake,sacred_fire",,,,250
ho_oh_normal,ホウオウ,fire,flying,239,244,214,"extrasensory_fast,steel_wing_fast,hidden_power_fast,incinerate_fast","brave_bird,fire_blast,solar_beam",ho_oh_normal,,,,,,250
ho_oh_s,ホウオウ,fire,flying,239,244,214,"extrasensory_fast,steel_wing_fast,hidden_power_fast,incinerate_fast","brave_bird,fire_blast,solar_beam",ho_oh_s,,,,,,250
celebi,セレビィ,psychic,grass,210,210,225,"confusion_fast,charge_beam_fast","hyper_beam,psychic,dazzling_gleam,seed_bomb,leaf_storm,aura_sphere",,magical_leaf_fast,,,,,251
celebi_normal,セレビィ,psychic,grass,210,210,225,"confusion_fast,charge_beam_fast","hyper_beam,psychic,dazzling_gleam,seed_bomb,leaf_storm,aura_sphere",celebi_normal,,,,,,251
treecko,キモリ,grass,,124,94,120,"pound_fast,bullet_seed_fast","energy_ball,aerial_ace,grass_knot",,,,GROVYLE,,,252
treecko_normal,キモリ,grass,,124,94,120,"pound_fast,bullet_seed_fast","energy_ball,aerial_ace,grass_knot",treecko_normal,,,,,,252
grovyle,ジュプトル,grass,,172,120,137,"quick_attack_fast,bullet_seed_fast","leaf_blade,aerial_ace,grass_knot",,,,SCEPTILE,TREECKO,,253
grovyle_normal,ジュプトル,grass,,172,120,137,"quick_attack_fast,bullet_seed_fast","leaf_blade,aerial_ace,grass_knot",grovyle_normal,,,,,,253
sceptile,ジュカイン,grass,,223,169,172,"fury_cutter_fast,bullet_seed_fast","leaf_blade,aerial_ace,earthquake,dragon_claw,breaking_swipe",,,frenzy_plant,,GROVYLE,,254
sceptile_normal,ジュカイン,grass,,223,169,172,"fury_cutter_fast,bullet_seed_fast","leaf_blade,aerial_ace,earthquake,dragon_claw,breaking_swipe",sceptile_normal,,,,,,254
torchic,アチャモ,fire,,130,87,128,"scratch_fast,ember_fast","flame_charge,flamethrower,rock_tomb",,,,COMBUSKEN,,,255
torchic_normal,アチャモ,fire,,130,87,128,"scratch_fast,ember_fast","flame_charge,flamethrower,rock_tomb",torchic_normal,,,,,,255
combusken,ワカシャモ,fire,fighting,163,115,155,"peck_fast,ember_fast","flame_charge,flamethrower,rock_slide",,,,BLAZIKEN,TORCHIC,,256
combusken_normal,ワカシャモ,fire,fighting,163,115,155,"peck_fast,ember_fast","flame_charge,flamethrower,rock_slide",combusken_normal,,,,,,256
blaziken,バシャーモ,fire,fighting,240,141,190,"counter_fast,fire_spin_fast,ember_fast","focus_blast,overheat,brave_bird,blaze_kick,aura_sphere",,,"blast_burn,stone_edge",,COMBUSKEN,,257
blaziken_normal,バシャーモ,fire,fighting,240,141,190,"counter_fast,fire_spin_fast,ember_fast","focus_blast,overheat,brave_bird,blaze_kick,aura_sphere",blaziken_normal,,,,,,257
mudkip,ミズゴロウ,water,,126,93,137,"tackle_fast,water_gun_fast","dig,sludge,stomp",,,,MARSHTOMP,,,258
mudkip_normal,ミズゴロウ,water,,126,93,137,"tackle_fast,water_gun_fast","dig,sludge,stomp",mudkip_normal,,,,,,258
marshtomp,ヌマクロー,water,ground,156,133,172,"mud_shot_fast,water_gun_fast","mud_bomb,sludge,surf",,,,SWAMPERT,MUDKIP,,259
marshtomp_normal,ヌマクロー,water,ground,156,133,172,"mud_shot_fast,water_gun_fast","mud_bomb,sludge,surf",marshtomp_normal,,,,,,259
swampert,ラグラージ,water,ground,208,175,225,"mud_shot_fast,water_gun_fast","earthquake,sludge_wave,surf,muddy_water,sludge",,,hydro_cannon,,MARSHTOMP,,260
swampert_normal,ラグラージ,water,ground,208,175,225,"mud_shot_fast,water_gun_fast","earthquake,sludge_wave,surf,muddy_water,sludge",swampert_normal,,,,,,260
poochyena,ポチエナ,dark,,96,61,111,"tackle_fast,snarl_fast","crunch,dig,poison_fang",,,,MIGHTYENA,,,261
poochyena_normal,ポチエナ,dark,,96,61,111,"tackle_fast,snarl_fast","crunch,dig,poison_fang",poochyena_normal,,,,,,261
mightyena,グラエナ,dark,,171,132,172,"bite_fast,fire_fang_fast,thunder_fang_fast,ice_fang_fast,sucker_punch_fast","crunch,play_rough,poison_fang",,,,,POOCHYENA,,262
mightyena_normal,グラエナ,dark,,171,132,172,"bite_fast,fire_fang_fast,thunder_fang_fast,ice_fang_fast,sucker_punch_fast","crunch,play_rough,poison_fang",mightyena_normal,,,,,,262
zigzagoon,ジグザグマ,normal,,58,80,116,"tackle_fast,rock_smash_fast,sand_attack_fast","dig,grass_knot,thunderbolt",,,,LINOONE,,,263
zigzagoon_galarian,ジグザグマ,dark,normal,58,80,116,"tackle_fast,take_down_fast","dig,body_slam,swift",zigzagoon_galarian,,,,,,263
zigzagoon_normal,ジグザグマ,normal,,58,80,116,"tackle_fast,rock_smash_fast,sand_attack_fast","dig,grass_knot,thunderbolt",zigzagoon_normal,,,,,,263
linoone,マッスグマ,normal,,142,128,186,"shadow_claw_fast,tackle_fast,sand_attack_fast","dig,grass_knot,thunder,swift",,,,,ZIGZAGOON,,264
linoone_galarian,マッスグマ,dark,normal,142,128,186,"snarl_fast,lick_fast","dig,body_slam,gunk_shot",linoone_galarian,,,,,,264
linoone_normal,マッスグマ,normal,,142,128,186,"shadow_claw_fast,tackle_fast,sand_attack_fast","dig,grass_knot,thunder,swift",linoone_normal,,,,,,264
wurmple,ケムッソ,bug,,75,59,128,"tackle_fast,bug_bite_fast",struggle,,,,"SILCOON,CASCOON",,,265
wurmple_normal,ケムッソ,bug,,75,59,128,"tackle_fast,bug_bite_fast",struggle,wurmple_normal,,,,,,265
silcoon,カラサリス,bug,,60,77,137,"poison_sting_fast,bug_bite_fast",struggle,,,,BEAUTIFLY,WURMPLE,,266
silcoon_normal,カラサリス,bug,,60,77,137,"poison_sting_fast,bug_bite_fast",struggle,silcoon_normal,,,,,,266
beautifly,アゲハント,bug,flying,189,98,155,"struggle_bug_fast,infestation_fast","silver_wind,air_cutter,bug_buzz",,,,,SILCOON,,267
beautifly_normal,アゲハント,bug,flying,189,98,155,"struggle_bug_fast,infestation_fast","silver_wind,air_cutter,bug_buzz",beautifly_normal,,,,,,267
cascoon,マユルド,bug,,60,77,137,"poison_sting_fast,bug_bite_fast",struggle,,,,DUSTOX,WURMPLE,,268
cascoon_normal,マユルド,bug,,60,77,137,"poison_sting_fast,bug_bite_fast",struggle,cascoon_normal,,,,,,268
dustox,ドクケイル,bug,poison,98,162,155,"struggle_bug_fast,confusion_fast","silver_wind,sludge_bomb,bug_buzz",,,,,CASCOON,,269
dustox_normal,ドクケイル,bug,poison,98,162,155,"struggle_bug_fast,confusion_fast","silver_wind,sludge_bomb,bug_buzz",dustox_normal,,,,,,269
lotad,ハスボー,water,grass,71,77,120,"water_gun_fast,razor_leaf_fast","bubble_beam,energy_ball,scald",,,,LOMBRE,,,270
lotad_normal,ハスボー,water,grass,71,77,120,"water_gun_fast,razor_leaf_fast","bubble_beam,energy_ball,scald",lotad_normal,,,,,,270
lombre,ハスブレロ,water,grass,112,119,155,"bubble_fast,razor_leaf_fast","bubble_beam,ice_beam,grass_knot,scald",,,,LUDICOLO,LOTAD,,271
lombre_normal,ハスブレロ,water,grass,112,119,155,"bubble_fast,razor_leaf_fast","bubble_beam,ice_beam,grass_knot,scald",lombre_normal,,,,,,271
ludicolo,ルンパッパ,water,grass,173,176,190,"bubble_fast,razor_leaf_fast,astonish_fast","hydro_pump,blizzard,solar_beam,ice_beam,energy_ball,leaf_storm,scald,weather_ball_water",,,,,LOMBRE,,272
ludicolo_normal,ルンパッパ,water,grass,173,176,190,"bubble_fast,razor_leaf_fast,astonish_fast","hydro_pump,blizzard,solar_beam,ice_beam,energy_ball,leaf_storm,scald,weather_ball_water",ludicolo_normal,,,,,,272
seedot,タネボー,grass,,71,77,120,"bullet_seed_fast,quick_attack_fast","energy_ball,grass_knot,foul_play",,,,NUZLEAF,,,273
seedot_normal,タネボー,grass,,71,77,120,"bullet_seed_fast,quick_attack_fast","energy_ball,grass_knot,foul_play",seedot_normal,,,,,,273
nuzleaf,コノハナ,grass,dark,134,78,172,"razor_leaf_fast,feint_attack_fast","leaf_blade,grass_knot,foul_play",,,,SHIFTRY,SEEDOT,,274
nuzleaf_normal,コノハナ,grass,dark,134,78,172,"razor_leaf_fast,feint_attack_fast","leaf_blade,grass_knot,foul_play",nuzleaf_normal,,,,,,274
shiftry,ダーテング,grass,dark,200,121,207,"razor_leaf_fast,feint_attack_fast,snarl_fast","leaf_blade,hurricane,foul_play,leaf_tornado",,bullet_seed_fast,,,NUZLEAF,,275
shiftry_normal,ダーテング,grass,dark,200,121,207,"razor_leaf_fast,feint_attack_fast,snarl_fast","leaf_blade,hurricane,foul_play,leaf_tornado",shiftry_normal,,,,,,275
taillow,スバメ,normal,flying,106,61,120,"peck_fast,quick_attack_fast",aerial_ace,,,,SWELLOW,,,276
taillow_normal,スバメ,normal,flying,106,61,120,"peck_fast,quick_attack_fast",aerial_ace,taillow_normal,,,,,,276
swellow,オオスバメ,normal,flying,185,124,155,"wing_attack_fast,steel_wing_fast","aerial_ace,brave_bird,sky_attack",,,,,TAILLOW,,277
swellow_normal,オオスバメ,normal,flying,185,124,155,"wing_attack_fast,steel_wing_fast","aerial_ace,brave_bird,sky_attack",swellow_normal,,,,,,277
wingull,キャモメ,water,flying,106,61,120,"water_gun_fast,quick_attack_fast","water_pulse,air_cutter,ice_beam",,,,PELIPPER,,,278
wingull_normal,キャモメ,water,flying,106,61,120,"water_gun_fast,quick_attack_fast","water_pulse,air_cutter,ice_beam",wingull_normal,,,,,,278
pelipper,ペリッパー,water,flying,175,174,155,"water_gun_fast,wing_attack_fast","hydro_pump,hurricane,blizzard,weather_ball_water",,,,,WINGULL,,279
pelipper_normal,ペリッパー,water,flying,175,174,155,"water_gun_fast,wing_attack_fast","hydro_pump,hurricane,blizzard,weather_ball_water",pelipper_normal,,,,,,279
ralts,ラルトス,psychic,fairy,79,59,99,"confusion_fast,charge_beam_fast","psyshock,disarming_voice,shadow_sneak",,,,KIRLIA,,,280
ralts_normal,ラルトス,psychic,fairy,79,59,99,"confusion_fast,charge_beam_fast","psyshock,disarming_voice,shadow_sneak",ralts_normal,,,,,,280
kirlia,キルリア,psychic,fairy,117,90,116,"confusion_fast,charge_beam_fast,magical_leaf_fast","psychic,disarming_voice,shadow_sneak,triple_axel,draining_kiss",,,,"GALLADE,GARDEVOIR",RALTS,,281
kirlia_normal,キルリア,psychic,fairy,117,90,116,"confusion_fast,charge_beam_fast,magical_leaf_fast","psychic,disarming_voice,shadow_sneak,triple_axel,draining_kiss",kirlia_normal,,,,,,281
gardevoir,サーナイト,psychic,fairy,237,195,169,"confusion_fast,charge_beam_fast,charm_fast,magical_leaf_fast","psychic,dazzling_gleam,shadow_ball,triple_axel",,,synchronoise,,KIRLIA,,282
gardevoir_normal,サーナイト,psychic,fairy,237,195,169,"confusion_fast,charge_beam_fast,charm_fast,magical_leaf_fast","psychic,dazzling_gleam,shadow_ball,triple_axel",gardevoir_normal,,,,,,282
surskit,アメタマ,bug,water,93,87,120,"bubble_fast,bug_bite_fast","aqua_jet,bubble_beam,signal_beam",,,,MASQUERAIN,,,283
surskit_normal,アメタマ,bug,water,93,87,120,"bubble_fast,bug_bite_fast","aqua_jet,bubble_beam,signal_beam",surskit_normal,,,,,,283
masquerain,アメモース,bug,flying,192,150,172,"infestation_fast,air_slash_fast","air_cutter,ominous_wind,silver_wind,bubble_beam,lunge",,,,,SURSKIT,,284
masquerain_normal,アメモース,bug,flying,192,150,172,"infestation_fast,air_slash_fast","air_cutter,ominous_wind,silver_wind,bubble_beam,lunge",masquerain_normal,,,,,,284
shroomish,キノココ,grass,,74,110,155,"tackle_fast,bullet_seed_fast","seed_bomb,grass_knot,energy_ball",,,,BRELOOM,,,285
shroomish_normal,キノココ,grass,,74,110,155,"tackle_fast,bullet_seed_fast","seed_bomb,grass_knot,energy_ball",shroomish_normal,,,,,,285
breloom,キノガッサ,grass,fighting,241,144,155,"counter_fast,bullet_seed_fast,force_palm_fast","dynamic_punch,seed_bomb,sludge_bomb",,,grass_knot,,SHROOMISH,,286
breloom_normal,キノガッサ,grass,fighting,241,144,155,"counter_fast,bullet_seed_fast,force_palm_fast","dynamic_punch,seed_bomb,sludge_bomb",breloom_normal,,,,,,286
slakoth,ナマケロ,normal,,104,92,155,yawn_fast,"body_slam,night_slash,brick_break",,,,VIGOROTH,,,287
slakoth_normal,ナマケロ,normal,,104,92,155,yawn_fast,"body_slam,night_slash,brick_break",slakoth_normal,,,,,,287
vigoroth,ヤルキモノ,normal,,159,145,190,"scratch_fast,counter_fast","body_slam,bulldoze,brick_break,rock_slide",,,,SLAKING,SLAKOTH,,288
